912,0.774874,4.371,0.0418657,0.522697,0.00775073,10,2.63268,0
886,0.775596,4.373,0.043135,0.522931,0.00768065,9,2.92691,0
885,0.777257,4.379,0.0433203,0.523401,0.00740675,9,2.92731,0
823,0.777777,4.38,0.046602,0.523839,0.0074707,8,3.1719,0
823,0.777777,4.38,0.046602,0.523839,0.0074707,8,3.1719,0
794,0.779232,4.385,0.0484413,0.523924,0.00724562,8,3.17255,0
785,0.778908,4.384,0.048974,0.524017,0.00725159,8,3.13665,0
740,0.77633,4.392,0.0523325,0.510101,0.00630771,8,3.13817,0
741,0.775716,4.391,0.0522416,0.509458,0.00623992,7,3.58622,1
726,0.775285,4.388,0.0532161,0.510081,0.00651483,7,3.5772,1
702,0.767314,4.393,0.055908,0.484148,0.00641871,7,3.59721,0
710,0.792592,4.38,0.0525707,0.562717,0.00805057,7,3.57168,1
708,0.855301,4.358,0.0457761,0.730319,0.00932608,7,3.5359,1
655,0.860102,4.343,0.0485558,0.753417,0.0105359,7,3.45583,0
655,0.860102,4.343,0.0485558,0.753417,0.0105359,7,3.45583,0
718,0.864654,4.33,0.043723,0.774173,0.0123256,7,3.57227,1
696,0.866582,4.335,0.0452443,0.774372,0.0123365,7,3.57068,1
693,0.868145,4.326,0.0450768,0.785551,0.0132435,7,3.54121,0
669,0.869388,4.33,0.0468121,0.785375,0.0131665,7,3.54136,1
677,0.867611,4.324,0.0460456,0.785567,0.0135921,6,4.00332,0
614,0.86763,4.324,0.0507701,0.785607,0.0135921,4,2.18443,0
614,0.86763,4.324,0.0507701,0.785607,0.0135921,4,2.18443,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
410,0.866829,4.321,0.0758998,0.786716,0.0136246,4,2.20671,0
403,0.866579,4.32,0.077181,0.786857,0.0135813,4,2.20455,0
544,0.857677,4.324,0.0578432,0.764939,0.0123659,5,2.03086,1
1053,1.36888,4.238,0.0138258,0.0584736,0.00403612,11,1.01331,0
1029,1.37013,4.237,0.0141238,0.0603223,0.00430195,10,1.1261,1
1072,1.39364,4.232,0.0133642,0.0846238,0.00541623,11,1.04021,1
1111,1.44881,4.23,0.0124722,0.0308285,0.00310239,11,1.08795,0
1090,1.43317,4.234,0.0128343,0.0153856,0.00242866,11,1.08795,0
1100,1.41986,4.24,0.0128826,0.00115299,0.00138981,11,1.08893,0
1038,1.41964,4.239,0.013635,0.00180912,0.00141357,10,1.05347,0
1038,1.41964,4.239,0.013635,0.00180912,0.00141357,10,1.05347,0
1041,1.42398,4.239,0.0135827,0.0047121,0.00171452,10,1.05015,0
1039,1.42667,4.24,0.0136233,0.0057888,0.00179747,10,1.05114,0
1008,1.4276,4.238,0.0139963,0.00755405,0.00207742,10,1.04861,0
1003,1.42641,4.239,0.0140945,0.00638914,0.00183178,10,1.04866,0
979,1.27489,4.266,0.0158523,-0.0546699,0.00268446,10,1.02459,0
967,1.27487,4.266,0.0160491,-0.0546899,0.00268446,9,1.12031,0
950,1.27541,4.267,0.016355,-0.0551467,0.00267678,9,1.11979,0
940,1.28798,4.268,0.0164908,-0.0437732,0.00309575,9,1.10484,1
921,1.28536,4.265,0.0167725,-0.0436039,0.00311025,9,1.10689,1
906,1.31999,4.25,0.0164096,0.00244379,0.00263459,9,1.07529,0
906,1.31992,4.25,0.0164096,0.00237703,0.00263459,9,1.07146,0
869,1.3063,4.252,0.0172187,-0.0116477,0.00204415,9,1.04791,0
839,1.30812,4.255,0.0178986,-0.012423,0.00196244,8,1.15871,0
832,1.29414,4.258,0.0181873,-0.0284443,0.00156707,8,1.16264,0
814,1.29413,4.258,0.0185895,-0.02846,0.00156707,8,1.15632,1
801,1.30739,4.256,0.0187556,-0.0137496,0.00163602,8,1.16117,1
780,1.36909,4.246,0.0183578,0.0495157,0.0011508,7,1.34051,1
735,1.37079,4.243,0.0193827,0.0531144,0.00137852,7,1.27239,0
735,1.37079,4.243,0.0193827,0.0531144,0.00137852,7,1.27239,0
691,1.34653,4.249,0.0208743,0.0257945,0.00100255,7,1.17615,0
686,1.32636,4.258,0.0214585,0.000368595,0.000767807,7,1.17472,1
685,1.28825,4.264,0.0221141,-0.0406675,0.00138371,7,1.1707,0
663,1.26263,4.266,0.0230986,-0.0685363,0.00175739,6,1.3621,0
638,1.26343,4.264,0.0239268,-0.0660639,0.00199274,6,1.31838,0
609,1.21779,4.277,0.0257942,-0.126518,0.00227576,6,1.32047,0
570,1.22,4.28,0.0276537,-0.126676,0.0021474,5,1.49108,1
562,1.26005,4.273,0.0275369,-0.0765595,0.00154586,5,1.47309,1
530,1.30172,4.277,0.0290917,-0.0368619,0.000853952,5,1.2897,1
530,1.30172,4.277,0.0290917,-0.0368619,0.000853952,5,1.2897,0
509,1.30198,4.28,0.03041,-0.0397096,0.000820005,5,1.28954,1
489,1.31538,4.272,0.0311511,-0.0205221,0.000634963,4,1.1995,1
450,1.29672,4.277,0.0341928,-0.0434837,0.000802067,4,1.2014,0
438,1.28416,4.283,0.0359449,-0.0601039,0.000561587,4,1.21151,1
415,1.20828,4.288,0.040093,-0.0431542,0.000863682,4,1.12515,1
403,1.04652,4.328,0.0503673,0.214574,0.00152331,4,1.12922,0
367,1.04653,4.328,0.0553079,0.21459,0.00152331,3,1.44296,0
348,1.03081,4.346,0.0601137,0.176024,0.000840951,3,1.42024,0
318,0.987912,4.346,0.0697013,0.105077,0.0023452,3,1.23443,1
291,0.927937,4.363,0.0830457,-0.0165801,0.00271773,3,1.1701,0
273,0.880791,4.401,0.0966727,-0.143863,0.00160594,2,1.68466,1
245,0.851238,4.419,0.112852,-0.225234,0.00174054,2,1.60995,1
227,0.84893,4.421,0.122302,-0.229603,0.00164207,2,1.51714,1
208,0.850841,4.421,0.133372,-0.223772,0.00158036,2,1.44834,1
189,0.865514,4.439,0.148265,-0.207551,0.00170407,1,2.60415,1
165,0.873349,4.441,0.168696,-0.194106,0.00180673,1,2.52937,1
139,0.87997,4.449,0.201253,-0.187768,0.00198976,1,2.3135,1
112,0.872044,4.453,0.25197,-0.210237,0.00171506,1,2.00284,1
83,0.950185,4.416,0.293984,-0.124,0.00234799,0,0,1
63,0.987728,4.391,0.37136,0.257662,0.00499669,0,0,1
36,1.02727,4.39,0.640615,0.3275,0.00355421,0,0,1
9,1.06146,4.376,2.32167,-0.0063715,0.000609432,0,0,1
4546,0.978099,4.395,0.00520981,0.242764,0.00217751,49,1.13846,0
4553,0.980955,4.397,0.00520899,0.245543,0.00221778,49,1.1354,0
4571,0.989257,4.387,0.00510814,0.268445,0.00235337,50,1.11121,1
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,1
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4338,0.989618,4.384,0.00536049,0.27204,0.00239456,47,1.06648,0
4321,0.99112,4.387,0.00539641,0.270879,0.0026367,46,1.0885,0
4321,0.99112,4.387,0.00539641,0.270879,0.0026367,46,1.0885,0
4257,0.993978,4.389,0.00548523,0.273542,0.00268995,45,1.10847,0
4257,0.993978,4.389,0.00548523,0.273542,0.00268995,45,1.10847,0
4161,0.986777,4.394,0.00566402,0.257957,0.00240729,45,1.11066,0
4161,0.986777,4.394,0.00566402,0.257957,0.00240729,45,1.11066,0
4161,0.986777,4.394,0.00566402,0.257957,0.00240729,45,1.11066,0
4161,0.986777,4.394,0.00566402,0.257957,0.00240729,45,1.11066,0
4226,1.01369,4.371,0.00535382,0.322671,0.00320829,45,1.11004,1
4218,1.01263,4.37,0.00536042,0.321576,0.00321771,44,1.13384,1
4175,1.00155,4.373,0.00551822,0.301758,0.00274107,45,1.11172,1
4230,0.999029,4.365,0.00540312,0.303886,0.00263166,45,1.11358,0
4230,0.999029,4.365,0.00540312,0.303886,0.00263166,45,1.11358,0
4158,0.999029,4.365,0.00549668,0.303886,0.00263166,45,1.11275,0
4158,0.999029,4.365,0.00549668,0.303886,0.00263166,45,1.11275,0
4125,0.996327,4.365,0.00554393,0.299207,0.00278925,44,1.13666,0
4125,0.996327,4.365,0.00554393,0.299207,0.00278925,44,1.13666,0
4217,0.999672,4.367,0.00542928,0.302065,0.00280495,42,1.07242,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,1
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4003,1.00092,4.366,0.00570899,0.304929,0.00289801,43,1.0472,0
4023,1.00184,4.372,0.00571651,0.301392,0.00295987,43,1.04626,1
4028,1.00689,4.365,0.00565435,0.316144,0.00310718,43,1.04626,0
4023,1.00558,4.364,0.00565695,0.315331,0.00307133,42,1.03443,0
3898,1.00365,4.36,0.00581807,0.316392,0.00284637,40,1.0076,0
3898,1.00365,4.36,0.00581807,0.316392,0.00284637,40,1.0076,0
3898,1.00365,4.36,0.00581807,0.316392,0.00284637,40,1.0076,0
3898,1.00365,4.36,0.00581807,0.316392,0.00284637,40,1.0076,0
3898,1.00365,4.36,0.00581807,0.316392,0.00284637,40,1.0076,1
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,0
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,0
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,0
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,0
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,0
3702,1.00366,4.36,0.00612611,0.316408,0.00284637,40,1.0086,1
3702,1.00558,4.355,0.00608454,0.322813,0.00293256,39,1.03602,0
3702,1.00558,4.355,0.00608454,0.322813,0.00293256,39,1.03602,0
3692,1.00742,4.359,0.00612244,0.321603,0.0031449,39,1.03776,0
3693,1.00785,4.358,0.00611397,0.324581,0.00297245,40,1.00679,1
3869,1.00597,4.348,0.00577105,0.329915,0.00287494,41,0.99086,0
3940,1.00656,4.346,0.0056553,0.332765,0.00280781,41,0.991868,0
3952,1.00656,4.346,0.00563813,0.332757,0.00280781,41,0.987491,0
3952,1.00656,4.346,0.00563813,0.332757,0.00280781,41,0.987491,0
3952,1.00656,4.346,0.00563813,0.332757,0.00280781,41,0.987491,0
3874,1.0083,4.35,0.00577206,0.331524,0.00293241,40,0.996928,0
3874,1.0083,4.35,0.00577206,0.331524,0.00293241,40,0.996928,0
3874,1.0083,4.35,0.00577206,0.331524,0.00293241,40,0.996928,0
3780,1.00947,4.347,0.00589545,0.335685,0.00298613,40,0.998715,1
3780,1.00947,4.347,0.00589545,0.335685,0.00298613,40,0.998715,0
3780,1.00947,4.347,0.00589545,0.335685,0.00298613,40,0.998715,0
3780,1.00947,4.347,0.00589545,0.335685,0.00298613,40,0.998715,1
3773,1.01288,4.339,0.00584362,0.348049,0.00336501,41,0.969683,1
3809,1.01519,4.341,0.00579471,0.349942,0.00356336,41,0.973158,0
3854,1.0152,4.341,0.00572705,0.349958,0.00356337,41,0.97256,0
4017,1.01438,4.346,0.00553296,0.345862,0.00332546,43,1.00519,1
4031,1.00423,4.349,0.005567,0.326805,0.00296627,43,1.01055,0
4135,1.00261,4.345,0.00540786,0.328351,0.00286331,45,1.02494,0
4143,1.00377,4.346,0.00540103,0.329366,0.00289418,44,1.04372,0
4143,1.00377,4.346,0.00540103,0.329366,0.00289418,44,1.04372,0
4058,0.999142,4.352,0.00556444,0.317284,0.00244168,44,1.04462,0
4058,0.999142,4.352,0.00556444,0.317284,0.00244168,44,1.04462,0
4067,0.994649,4.359,0.00560667,0.303774,0.0021333,44,1.04701,0
4040,0.992376,4.357,0.00563603,0.302085,0.00209086,44,1.04531,1
4121,0.99026,4.355,0.0055173,0.300528,0.00206746,44,1.04113,1
4121,0.99026,4.355,0.0055173,0.300528,0.00206746,44,1.04113,1
4040,0.988913,4.35,0.00560095,0.30236,0.00207945,44,1.03913,0
4040,0.988913,4.35,0.00560095,0.30236,0.00207945,44,1.03913,0
4040,0.988913,4.35,0.00560095,0.30236,0.00207945,44,1.03913,1
4057,0.980121,4.354,0.00562369,0.283408,0.00182364,44,1.03408,1
